Lines:
1,262,161,271,161,2
1,271,161,284,161,2
1,284,161,297,161,2
1,297,161,312,161,2
1,312,161,330,161,2
1,330,161,347,161,2
1,347,161,361,162,2
1,361,162,376,163,2
1,376,163,392,163,2
1,392,163,407,164,2
1,407,164,421,164,2
1,421,164,432,165,2
1,432,165,439,166,2
1,439,166,442,166,2
1,442,166,443,166,2
----
1,274,196,274,204,2
1,274,204,274,223,2
1,274,223,274,242,2
1,274,242,274,264,2
1,274,264,274,280,2
1,274,280,274,299,2
1,274,299,274,321,2
1,274,321,274,338,2
1,274,338,274,352,2
1,274,352,274,367,2
1,274,367,274,377,2
1,274,377,274,388,2
1,274,388,274,400,2
1,274,400,272,412,2
1,272,412,271,425,2
1,271,425,270,439,2
1,270,439,269,452,2
1,269,452,268,467,2
1,268,467,267,481,2
1,267,481,266,498,2
1,266,498,266,510,2
1,266,510,266,520,2
1,266,520,266,528,2
1,266,528,266,535,2
1,266,535,266,539,2
1,266,539,266,542,2
1,266,542,266,543,2
1,266,543,266,544,2
1,266,544,267,544,2
1,267,544,267,545,2
1,267,545,267,546,2
1,267,546,268,546,2
1,268,546,269,546,2
1,269,546,270,546,2
1,270,546,275,545,2
1,275,545,285,544,2
1,285,544,300,541,2
1,300,541,312,540,2
1,312,540,326,540,2
1,326,540,341,541,2
1,341,541,354,541,2
1,354,541,366,543,2
1,366,543,375,543,2
1,375,543,386,543,2
1,386,543,394,543,2
1,394,543,402,543,2
1,402,543,409,543,2
1,409,543,413,543,2
1,413,543,419,543,2
1,419,543,421,543,2
1,421,543,422,543,2
1,422,543,423,543,2
1,423,543,423,542,2
----
1,530,137,530,140,2
1,530,140,530,146,2
1,530,146,530,157,2
1,530,157,530,171,2
1,530,171,530,187,2
1,530,187,529,205,2
1,529,205,529,219,2
1,529,219,528,231,2
1,528,231,527,243,2
1,527,243,526,251,2
1,526,251,526,257,2
1,526,257,526,260,2
1,526,260,526,262,2
1,526,262,525,263,2
1,525,263,525,264,2
----
1,793,139,802,140,2
1,802,140,816,143,2
1,816,143,825,146,2
1,825,146,832,148,2
1,832,148,839,150,2
1,839,150,842,151,2
1,842,151,846,153,2
1,846,153,847,154,2
1,847,154,848,155,2
1,848,155,848,156,2
1,848,156,848,157,2
1,848,157,847,158,2
1,847,158,846,160,2
1,846,160,845,161,2
1,845,161,843,164,2
1,843,164,842,167,2
1,842,167,840,170,2
1,840,170,838,176,2
1,838,176,835,181,2
1,835,181,832,187,2
1,832,187,829,191,2
1,829,191,826,195,2
1,826,195,820,201,2
1,820,201,812,207,2
1,812,207,803,215,2
1,803,215,795,224,2
1,795,224,788,231,2
1,788,231,782,236,2
1,782,236,776,242,2
1,776,242,772,246,2
1,772,246,769,249,2
1,769,249,765,252,2
1,765,252,764,253,2
1,764,253,763,254,2
1,763,254,765,253,2
1,765,253,767,253,2
1,767,253,770,252,2
1,770,252,772,251,2
1,772,251,776,249,2
1,776,249,780,249,2
1,780,249,784,247,2
1,784,247,789,245,2
1,789,245,796,243,2
1,796,243,805,242,2
1,805,242,813,241,2
1,813,241,823,241,2
1,823,241,829,241,2
1,829,241,835,241,2
1,835,241,838,241,2
1,838,241,840,241,2
1,840,241,841,241,2
1,841,241,840,241,2
----
1,541,422,542,422,2
1,542,422,545,422,2
1,545,422,548,422,2
1,548,422,551,422,2
1,551,422,552,422,2
1,552,422,553,423,2
1,553,423,555,424,2
1,555,424,557,424,2
1,557,424,557,425,2
1,557,425,557,426,2
1,557,426,558,426,2
1,558,426,558,427,2
1,558,427,558,428,2
1,558,428,558,430,2
1,558,430,558,431,2
1,558,431,558,432,2
1,558,432,557,434,2
1,557,434,557,435,2
1,557,435,556,436,2
1,556,436,555,438,2
1,555,438,555,439,2
1,555,439,555,440,2
1,555,440,554,440,2
1,554,440,554,441,2
1,554,441,552,441,2
1,552,441,550,442,2
1,550,442,548,443,2
1,548,443,543,445,2
1,543,445,537,449,2
1,537,449,531,452,2
1,531,452,524,455,2
1,524,455,519,456,2
1,519,456,516,457,2
1,516,457,515,458,2
1,515,458,513,459,2
1,513,459,511,459,2
1,511,459,510,459,2
1,510,459,509,460,2
1,509,460,507,460,2
1,507,460,506,461,2
1,506,461,504,462,2
1,504,462,502,462,2
1,502,462,501,462,2
1,501,462,500,463,2
1,500,463,499,463,2
1,499,463,499,464,2
1,499,464,498,464,2
1,498,464,500,464,2
1,500,464,501,464,2
1,501,464,503,464,2
1,503,464,504,464,2
1,504,464,506,464,2
1,506,464,508,464,2
1,508,464,511,464,2
1,511,464,514,464,2
1,514,464,518,464,2
1,518,464,523,464,2
1,523,464,530,464,2
1,530,464,538,466,2
1,538,466,544,466,2
1,544,466,548,466,2
1,548,466,553,468,2
1,553,468,556,469,2
1,556,469,560,469,2
1,560,469,562,470,2
1,562,470,566,471,2
1,566,471,568,472,2
1,568,472,571,473,2
1,571,473,572,474,2
1,572,474,573,475,2
1,573,475,574,475,2
1,574,475,575,476,2
1,575,476,575,477,2
1,575,477,576,478,2
1,576,478,576,479,2
1,576,479,576,480,2
1,576,480,576,481,2
1,576,481,576,484,2
1,576,484,576,486,2
1,576,486,576,489,2
1,576,489,576,491,2
1,576,491,575,494,2
1,575,494,574,496,2
1,574,496,573,498,2
1,573,498,572,499,2
1,572,499,570,501,2
1,570,501,567,502,2
1,567,502,565,504,2
1,565,504,563,504,2
1,563,504,558,506,2
1,558,506,554,507,2
1,554,507,548,509,2
1,548,509,539,512,2
1,539,512,529,518,2
1,529,518,519,522,2
1,519,522,508,526,2
1,508,526,496,532,2
1,496,532,485,537,2
1,485,537,473,542,2
1,473,542,465,546,2
